c,h,l,o,t,v
7.157710714285714,7.232139285714285,7.1139214285714285,7.226421428571428,1266796800,390825036
7.037810714285714,7.1903500000000005,6.9896392857142855,7.14285,1266883200,575313452
7.166278571428571,7.194278571428571,7.065710714285714,7.079639285714285,1266969600,460565952
7.214278571428571,7.2449892857142855,7.031778571428572,7.049278571428571,1267056000,665396928
7.30785,7.327489285714286,7.214278571428571,7.227849999999999,1267142400,507460744
7.463921428571429,7.482139285714285,7.337489285714286,7.348210714285714,1267401600,550093264
7.458921428571428,7.529639285714286,7.419278571428571,7.497489285714286,1267488000,566545168
7.4760607142857145,7.49535,7.4264214285714285,7.462139285714286,1267574400,372239140
7.52535,7.532850000000001,7.451060714285715,7.474278571428571,1267660800,366040108
7.8196392857142865,7.846421428571429,7.665349999999999,7.6764214285714285,1267747200,899619308
7.824278571428572,7.8603499999999995,7.794639285714285,7.857489285714286,1268006400,429889376
7.964989285714286,8.035710714285715,7.781778571428572,7.796778571428571,1268092800,920259536
8.029989285714285,8.052850000000001,7.971421428571429,7.993899999999999,1268179200,596217160
8.053560714285714,8.053560714285714,7.9757107142857135,7.996778571428571,1268265600,405698944
8.09285,8.133210714285713,8.062489285714285,8.12035,1268352000,416322872
7.994278571428572,8.053560714285714,7.866060714285714,8.049278571428571,1268611200,493500840
8.016060714285715,8.034989285714286,7.946778571428572,8.006421428571429,1268697600,446906964
8.004278571428571,8.087489285714286,7.973921428571429,8.03212857142857,1268784000,450956436
8.023210714285714,8.035710714285715,7.95035,8.003560714285715,1268870400,342108788
7.937489285714285,8.044278571428572,7.901060714285714,8.028210714285715,1268956800,559445124
8.02677857142857,8.071421428571428,7.862489285714285,7.873921428571428,1269216000,456418984
8.155710714285714,8.170710714285715,8.003560714285715,8.058560714285715,1269302400,602429296
8.191778571428571,8.221421428571428,8.125350000000001,8.129989285714286,1269388800,598281516
8.09462857142857,8.248921428571428,8.08035,8.247128571428572,1269475200,543267228
8.246421428571429,8.283921428571428,8.162489285714285,8.176778571428573,1269561600,640873156
8.299628571428572,8.352489285714286,8.27212857142857,8.321421428571428,1269820800,540743672
8.42302857142857,8.481421428571428,8.366060714285714,8.450089285714286,1269907200,527309804
8.39285,8.45035,8.373560714285714,8.41035,1269993600,430658648
8.427489285714286,8.526060714285714,8.312489285714285,8.481778571428572,1270080000,603144584
8.517489285714285,8.518210714285713,8.384628571428571,8.391960714285714,1270425600,684505948
8.554989285714287,8.579989285714285,8.46427857142857,8.507128571428572,1270512000,447017172
8.59285,8.639989285714286,8.523571428571428,8.561421428571428,1270598400,628500740
8.569628571428572,8.62642142857143,8.50142142857143,8.587128571428572,1270684800,572987044
8.63535,8.638921428571429,8.58785,8.622489285714286,1270771200,334182884
8.653210714285715,8.681060714285715,8.636060714285714,8.649989285714286,1271030400,333215652
8.658210714285714,8.67142142857143,8.611060714285715,8.63785,1271116800,306210380
8.774628571428572,8.778921428571428,8.716778571428572,8.759989285714285,1271203200,404074608
8.889989285714286,8.893921428571428,8.768210714285713,8.777849999999999,1271289600,376784044
8.835710714285714,8.969278571428571,8.73392142857143,8.877489285714287,1271376000,750544592
8.823921428571428,8.853210714285714,8.634628571428571,8.822489285714285,1271635200,566922524
8.73535,8.90177857142857,8.676960714285714,8.87642142857143,1271721600,738324636
9.257850000000001,9.294628571428571,9.133210714285713,9.243028571428571,1271808000,982392180
9.516760714285713,9.52677857142857,9.149989285714286,9.22285,1271894400,793424044
9.672489285714287,9.720699999999999,9.5357,9.571060714285716,1271980800,796954200
9.624989285714287,9.7307,9.578199999999999,9.709989285714286,1272240000,479068520
9.358560714285714,9.565700000000001,9.30427857142857,9.54535,1272326400,709342396
9.34285,9.428560714285714,9.157489285714286,9.40177857142857,1272412800,758400636
9.594278571428571,9.64285,9.357489285714285,9.393560714285714,1272499200,558839512
9.324628571428573,9.6632,9.321421428571428,9.6182,1272585600,542463236
9.512489285714285,9.56712857142857,9.388560714285715,9.42285,1272844800,454340572
9.238560714285715,9.4032,9.169628571428571,9.388921428571427,1272931200,723820020
9.142310714285715,9.219278571428571,8.883210714285713,9.036778571428572,1273017600,883104012
8.794628571428571,9.223210714285715,7.116060714285714,9.06535,1273104000,1285860828
8.423560714285715,8.806060714285715,8.043210714285715,8.703921428571428,1273190400,1676018820
9.071060714285714,9.09462857142857,8.876060714285714,8.937489285714285,1273449600,984305812
9.161421428571428,9.281778571428571,8.946421428571428,8.994278571428572,1273536000,850352076
9.36035,9.397489285714286,9.23927857142857,9.258739285714286,1273622400,654378144
9.22712857142857,9.46427857142857,9.157128571428572,9.4007,1273708800,599710692
9.064989285714287,9.159989285714286,8.910710714285715,9.113028571428572,1273795200,759362184
9.07927857142857,9.149278571428571,8.84677857142857,9.096421428571428,1274054400,762833764
9.01285,9.23392142857143,8.937850000000001,9.177850000000001,1274140800,782676580
8.869278571428572,9.03285,8.744628571428573,8.910710714285715,1274227200,1025726632
8.49142142857143,8.708921428571427,8.436060714285714,8.638560714285715,1274313600,1282916208
8.654278571428572,8.732128571428571,8.262489285714286,8.314989285714287,1274400000,1223908224
8.812850000000001,8.960710714285714,8.794989285714285,8.831421428571428,1274659200,754246164
8.75785,8.812850000000001,8.469989285714286,8.548210714285714,1274745600,1048014464
8.718171428571429,9.004628571428572,8.70535,8.93142142857143,1274832000,850657416
9.048210714285714,9.067489285714286,8.896778571428571,8.949989285714286,1274918400,666302000
9.174278571428571,9.264278571428573,9.048210714285714,9.263850000000001,1275004800,815613680
9.315349999999999,9.49785,9.248560714285714,9.27462857142857,1275350400,876474396
9.42677857142857,9.457128571428571,9.297671428571428,9.44785,1275436800,688546768
9.39712857142857,9.48392142857143,9.30035,9.470699999999999,1275523200,650157900
9.1416,9.353560714285715,9.093921428571429,9.22177857142857,1275609600,758442524
8.962128571428572,9.255350000000002,8.948210714285715,9.224628571428571,1275868800,886983020
8.904628571428571,9.064278571428572,8.773210714285714,9.044278571428572,1275955200,1000769056
8.685710714285715,8.996421428571429,8.66035,8.981060714285714,1276041600,854629524
8.946778571428572,8.963560714285714,8.649989285714286,8.744278571428572,1276128000,776356504
9.05392142857143,9.066421428571429,8.83462857142857,8.865171428571427,1276214400,545760068
9.081421428571428,9.255350000000002,9.071778571428572,9.141421428571428,1276473600,602960988
9.27462857142857,9.28035,9.124989285714285,9.129989285714286,1276560000,585073748
9.544628571428571,9.562489285714287,9.308210714285716,9.324989285714285,1276646400,783690236
9.70962857142857,9.746421428571429,9.624989285714287,9.664278571428571,1276732800,873461792
9.78835,9.821421428571428,9.693560714285713,9.7232,1276819200,784620564
9.648921428571429,9.964628571428571,9.597489285714286,9.917489285714286,1277078400,776490568
9.78035,9.856060714285714,9.696421428571428,9.719989285714286,1277164800,717260684
9.677489285714286,9.809278571428573,9.567850000000002,9.806421428571428,1277251200,768455688
9.607128571428571,9.75695,9.574989285714285,9.678560714285714,1277337600,715131956
9.524989285714286,9.652489285714285,9.4932,9.644989285714287,1277424000,549941616
9.582128571428571,9.633921428571428,9.447128571428573,9.533199999999999,1277683200,585433576
9.148921428571429,9.442489285714286,9.082128571428571,9.43287142857143,1277769600,1133345640
8.983210714285715,9.213210714285713,8.92892142857143,9.168210714285715,1277856000,739468968
8.874278571428572,9.099989285714285,8.686421428571428,9.082128571428571,1277942400,1022953568
8.81927857142857,8.961778571428571,8.685710714285715,8.946060714285714,1278028800,694498196
8.879628571428572,9.028560714285714,8.791421428571429,8.96427857142857,1278374400,615235292
9.238028571428572,9.24177857142857,8.919628571428571,8.946060714285714,1278460800,654559892
9.217489285714285,9.389278571428573,9.103210714285714,9.374278571428572,1278547200,738151372
9.27212857142857,9.282128571428572,9.11285,9.17462857142857,1278633600,433574568
9.188739285714286,9.351778571428571,9.10212857142857,9.233210714285715,1278892800,562877504
8.992778571428572,9.157128571428572,8.801060714285715,9.154278571428572,1278979200,1190955808
9.025960714285715,9.135710714285715,8.89285,8.906421428571429,1279065600,812171948
8.98035,9.177489285714286,8.832128571428571,8.865350000000001,1279152000,824864208
8.924989285714286,9.106060714285714,8.871778571428571,9.042128571428572,1279238400,1039858540
8.770710714285714,8.924278571428571,8.557128571428573,8.924278571428571,1279497600,1024498944
8.996060714285715,9.03212857142857,8.571778571428572,8.674989285714286,1279584000,1074951108
9.079989285714285,9.469628571428572,9.071421428571428,9.467489285714285,1279670400,1185670864
9.25085,9.285710714285715,9.118210714285715,9.20285,1279756800,645317932
9.283560714285715,9.299278571428571,9.15285,9.181778571428572,1279843200,533387176
9.259989285714285,9.289271428571428,9.203921428571428,9.285710714285715,1280102400,420550228
9.431421428571428,9.457128571428571,9.29642142857143,9.316778571428571,1280188800,584771124
9.319989285714286,9.499628571428572,9.294628571428571,9.416778571428571,1280275200,519984864
9.218210714285714,9.380350000000002,9.14642142857143,9.311060714285714,1280361600,643806156
9.187489285714287,9.274989285714286,9.103560714285715,9.139010714285714,1280448000,448456288
9.351778571428571,9.378200000000001,9.27212857142857,9.301421428571429,1280707200,428084524
9.354628571428572,9.402128571428571,9.264989285714284,9.32177857142857,1280793600,417653264
9.392128571428572,9.438560714285714,9.296810714285714,9.387128571428573,1280880000,420556724
9.346421428571428,9.399278571428571,9.30535,9.347489285714286,1280966400,289362752
9.28895,9.338921428571428,9.201060714285715,9.27785,1281052800,445013660
9.3482,9.362489285714286,9.270349999999999,9.338560714285714,1281312000,303125704
9.264628571428572,9.30177857142857,9.198210714285713,9.28035,1281398400,451918068
8.93535,9.13177857142857,8.921778571428572,9.121421428571429,1281484800,620052888
8.992489285714287,9.039278571428571,8.789989285714286,8.81035,1281571200,534919868
8.896421428571427,8.995710714285714,8.896060714285714,8.987489285714286,1281657600,354866876
8.844278571428571,8.92892142857143,8.80785,8.842128571428571,1281916800,318427704
8.998921428571428,9.093921428571429,8.899989285714286,8.93142142857143,1282003200,422649304
9.038210714285714,9.09535,8.984989285714287,9.01285,1282089600,339696028
8.924278571428571,9.052850000000001,8.881421428571429,9.029989285714285,1282176000,426705328
8.915710714285714,9.068560714285715,8.89285,8.906778571428571,1282262400,384229188
8.778560714285714,8.999989285714285,8.758921428571428,8.992489285714287,1282521600,414067640
8.568921428571429,8.678560714285714,8.523210714285714,8.666778571428571,1282608000,602553420
8.674628571428572,8.713921428571428,8.471421428571428,8.50142142857143,1282694400,596865500
8.581421428571428,8.77677857142857,8.581339285714286,8.766060714285715,1282780800,466503660
8.629278571428571,8.66462857142857,8.41285,8.633921428571428,1282867200,548586836
8.660710714285715,8.77677857142857,8.595710714285714,8.598560714285714,1283126400,383287940
8.682128571428573,8.734278571428572,8.583921428571427,8.637489285714286,1283212800,420786828
8.94035,8.980710714285715,8.795710714285715,8.838210714285713,1283299200,697035892
9.006060714285715,9.006060714285715,8.877489285714287,8.973639285714286,1283385600,415425584
9.24177857142857,9.242128571428571,9.08927857142857,9.11035,1283472000,520788772
9.207489285714287,9.26892142857143,9.15177857142857,9.165710714285714,1283817600,342825588
9.389989285714284,9.442489285714286,9.253560714285713,9.27785,1283904000,526548960
9.395349999999999,9.518560714285714,9.389989285714284,9.4657,1283990400,438574808
9.407489285714286,9.446421428571428,9.335700000000001,9.39962857142857,1284076800,387761640
9.537128571428571,9.58142142857143,9.491421428571428,9.493560714285715,1284336000,388780224
9.573560714285716,9.6132,9.48285,9.507489285714286,1284422400,408149644
9.6507,9.656421428571429,9.565700000000001,9.577489285714284,1284508800,429366700
9.877489285714287,9.881060714285713,9.624989285714287,9.651421428571428,1284595200,652102192
9.83462857142857,9.927128571428572,9.774278571428571,9.917489285714286,1284681600,634475380
10.115350000000001,10.134989285714285,9.851778571428571,9.859989285714287,1284940800,659291976
10.134628571428573,10.262489285714285,10.099628571428571,10.13785,1285027200,669676168
10.27677857142857,10.284989285714286,10.086060714285713,10.09677857142857,1285113600,585415656
10.318560714285713,10.455699999999998,10.21427857142857,10.226060714285714,1285200000,786116268
10.439989285714287,10.4832,10.376778571428572,10.432128571428573,1285286400,649487860
10.3987,10.526060714285714,10.393199999999998,10.4991,1285545600,483100128
10.244989285714285,10.42035,9.821421428571428,10.42035,1285632000,1035042652
10.2632,10.35035,10.21427857142857,10.2582,1285718400,469642880
10.133921428571428,10.357128571428571,10.044628571428571,10.321421428571428,1285804800,673390480
10.089989285714285,10.234989285714287,10.0482,10.219489285714285,1285891200,448406224
9.951421428571427,10.103560714285715,9.92035,10.057128571428573,1286150400,435300292
10.31927857142857,10.337489285714286,10.065010714285714,10.071421428571428,1286236800,501966276
10.328199999999999,10.4282,10.18785,10.342489285714285,1286323200,670866700
10.329278571428572,10.374278571428572,10.246778571428573,10.369139285714285,1286409600,408397500
10.502489285714287,10.51785,10.357128571428571,10.418310714285713,1286496000,658403900
10.548560714285713,10.6157,10.52142142857143,10.526421428571428,1286755200,427751352
10.662128571428571,10.696421428571428,10.446060714285716,10.55035,1286841600,558539184
10.719271428571428,10.78427142857143,10.707128571428571,10.721421428571428,1286928000,630090972
10.796771428571429,10.802489285714286,10.728560714285715,10.77462857142857,1287014400,435296120
11.2407,11.249989285714287,10.889628571428572,10.979989285714286,1287100800,922194672
11.357128571428571,11.39285,11.224628571428571,11.37392142857143,1287360000,1104458656
11.0532,11.206060714285714,10.714989285714285,10.835700000000001,1287446400,1232760564
11.09035,11.2232,10.95962857142857,11.0357,1287532800,721624820
11.054271428571429,11.2407,10.957128571428571,11.1557,1287619200,551457816
10.981060714285714,11.07285,10.939271428571429,11.0382,1287705600,372775788
11.029989285714285,11.128560714285713,11.015699999999999,11.03892142857143,1287964800,392432376
11.001771428571429,11.062128571428572,10.916060714285715,10.95962857142857,1288051200,392929740
10.993921428571428,11.067850000000002,10.914271428571428,10.987489285714286,1288137600,399000672
10.901421428571428,10.999989285714287,10.746421428571429,10.998199999999999,1288224000,551046692
10.74927142857143,10.924271428571428,10.74535,10.865350000000001,1288310400,430508932
10.863560714285715,10.914271428571428,10.79285,10.793560714285714,1288569600,423889424
11.048560714285713,11.078199999999999,10.964271428571427,10.964271428571427,1288656000,433930168
11.17142142857143,11.174271428571428,11.01892142857143,11.12035,1288742400,508347896
11.366771428571429,11.434989285714286,11.251060714285714,11.266060714285715,1288828800,642488532
11.326060714285715,11.4132,11.312489285714287,11.35677142857143,1288915200,361253396
11.379271428571428,11.42035,11.31285,11.328560714285715,1289174400,281733508
11.288560714285714,11.474989285714285,11.232128571428571,11.466060714285714,1289260800,383715584
11.3582,11.384628571428573,11.1982,11.308560714285715,1289347200,384225856
11.3091,11.371421428571429,11.2232,11.249989285714287,1289433600,361282068
11.001060714285714,11.303560714285714,10.843921428571429,11.2857,1289520000,795846632
10.96552142857143,11.0907,10.9382,11.016421428571428,1289779200,403604208
10.771060714285714,10.9857,10.689989285714287,10.918560714285714,1289865600,658950012
10.732128571428571,10.85677142857143,10.63427857142857,10.75712857142857,1289952000,479450104
11.01535,11.059628571428572,10.881771428571428,10.899989285714286,1290038400,494490248
10.954628571428572,11.01427142857143,10.901421428571428,10.99892142857143,1290124800,384843536
11.191421428571429,11.191421428571429,10.923921428571429,10.95285,1290384000,393074360
11.026060714285714,11.133921428571428,10.948560714285716,11.087489285714286,1290470400,519445640
11.242671428571429,11.26427142857143,11.133921428571428,11.14285,1290556800,414272936
11.277128571428571,11.346410714285714,11.176421428571429,11.204989285714287,1290729600,237745172
11.316771428571428,11.338560714285714,11.1207,11.26785,1290988800,445760000
11.112489285714286,11.22712857142857,11.102489285714286,11.19785,1291075200,501853688
11.299989285714286,11.3482,11.249989285714287,11.259628571428573,1291161600,461751136
11.362489285714286,11.39285,11.246060714285715,11.34035,1291248000,463652112
11.33712857142857,11.380350000000002,11.29785,11.321771428571427,1291334400,342369468
11.433921428571429,11.51177142857143,11.372128571428572,11.379989285714286,1291593600,448480956
11.364628571428572,11.571060714285716,11.361421428571429,11.564271428571429,1291680000,391454224
11.464628571428571,11.464989285714285,11.32535,11.41535,1291766400,321934312
11.4199,11.51785,11.393560714285714,11.504689285714287,1291852800,294146384
11.448560714285716,11.466060714285714,11.378560714285713,11.416060714285715,1291939200,262577224
11.4882,11.609271428571429,11.464271428571427,11.58462857142857,1292198400,439813752
11.43892142857143,11.519271428571429,11.39285,11.490350000000001,1292284800,351567384
11.441421428571429,11.5357,11.39962857142857,11.428560714285714,1292371200,417309648
11.4732,11.521771428571428,11.432128571428573,11.467489285714285,1292457600,322028700
11.45035,11.492489285714285,11.43677142857143,11.486771428571428,1292544000,387148636
11.507489285714286,11.544628571428571,11.365350000000001,11.4857,1292803200,385609140
11.578739285714287,11.58535,11.501771428571429,11.5357,1292889600,256351788
11.61285,11.632850000000001,11.55535,11.584271428571428,1292976000,266144368
11.557128571428573,11.612489285714286,11.541771428571428,11.607128571428571,1293062400,223500900
11.595699999999999,11.62285,11.48285,11.530410714285713,1293408000,249815020
11.62392142857143,11.666421428571429,11.609271428571429,11.639639285714285,1293494400,175923356
11.617489285714285,11.658921428571428,11.6107,11.6507,1293580800,163270828
11.55927142857143,11.62535,11.537489285714285,11.62427142857143,1293667200,157660104
11.519989285714287,11.552850000000001,11.47535,11.533921428571428,1293753600,193655476
11.770349999999999,11.794989285714285,11.601289285714286,11.629989285714286,1294012800,445122048
11.831771428571429,11.874989285714287,11.719628571428572,11.87285,1294099200,309348312
11.928560714285714,11.940700000000001,11.76785,11.769628571428571,1294185600,255517024
11.918921428571428,11.9732,11.88927142857143,11.95425,1294272000,300426784
12.004271428571428,12.012489285714285,11.853560714285715,11.9282,1294358400,311929156
12.23052142857143,12.2582,12.041771428571428,12.101060714285714,1294617600,448558376
12.201421428571427,12.319989285714286,12.12392142857143,12.31712857142857,1294704000,444080392
12.3007,12.301060714285715,12.214271428571427,12.258921428571428,1294790400,302577520
12.345699999999999,12.379989285714286,12.280339285714286,12.327128571428572,1294876800,298145008
12.4457,12.4457,12.301421428571429,12.3532,1294963200,308839300
12.166060714285715,12.312928571428571,11.64285,11.768560714285714,1295308800,1880988676
12.10142142857143,12.449989285714285,12.031421428571429,12.441060714285713,1295395200,1135609916
11.881421428571429,12.082128571428571,11.789989285714286,12.01535,1295481600,764789928
11.668560714285714,11.959989285714286,11.66535,11.92035,1295568000,754399576
12.051771428571428,12.051771428571428,11.668560714285714,11.673921428571429,1295827200,574682752
12.192839285714285,12.194271428571428,11.948921428571428,12.01177142857143,1295913600,546867132
12.280339285714286,12.342839285714286,12.196421428571428,12.248560714285714,1296000000,506867620
12.257489285714286,12.310439285714285,12.24395,12.277839285714284,1296086400,285024124
12.003560714285713,12.299989285714286,11.9117,12.291771428571428,1296172800,592057172
12.118560714285715,12.144271428571429,11.939271428571429,11.99285,1296432000,377246772
12.322489285714285,12.344628571428572,12.177839285714285,12.189271428571429,1296518400,426632192
12.297128571428571,12.330339285714286,12.269628571428571,12.301771428571428,1296604800,258955480
12.265699999999999,12.29427142857143,12.091060714285714,12.278560714285714,1296691200,393796984
12.374989285714287,12.38212857142857,12.268199999999998,12.272839285714285,1296777600,321838608
12.56712857142857,12.616060714285714,12.4157,12.42462857142857,1297036800,485020116
12.685699999999999,12.697128571428573,12.57677142857143,12.631421428571429,1297123200,381039988
12.791421428571429,12.821421428571428,12.673921428571429,12.685339285714287,1297209600,482744836
12.662128571428571,12.857128571428571,12.428560714285714,12.763921428571427,1297296000,928550364
12.744628571428573,12.778560714285714,12.62642142857143,12.66972142857143,1297382400,367572156
12.827839285714287,12.838560714285714,12.739628571428572,12.742489285714285,1297641600,310414272
12.853560714285715,12.856060714285714,12.769628571428571,12.828199999999999,1297728000,284174044
12.968921428571429,13.032128571428572,12.874989285714287,12.8857,1297814400,481155808
12.79642142857143,12.866771428571429,12.732839285714286,12.758921428571428,1297900800,530574520
12.519989285714287,12.839271428571427,12.482839285714286,12.811060714285714,1297987200,816047708
12.0932,12.335700000000001,12.06142142857143,12.219628571428572,1298332800,872543112
12.236421428571429,12.308560714285715,12.0932,12.098921428571428,1298419200,671852412
12.2457,12.32677142857143,12.08462857142857,12.286421428571428,1298505600,499898532
12.43427142857143,12.443921428571429,12.314271428571429,12.330699999999998,1298592000,380018296
12.614628571428572,12.680339285714286,12.539989285714286,12.54427142857143,1298851200,403074308
12.475339285714286,12.70427142857143,12.417171428571427,12.695339285714285,1298937600,456129100
12.5757,12.655339285714286,12.442839285714285,12.498560714285714,1299024000,602589344
12.841421428571428,12.849628571428571,12.711421428571429,12.756771428571428,1299110400,500787532
12.857128571428571,12.867489285714285,12.776771428571427,12.859628571428571,1299196800,453266380
12.691421428571429,12.916771428571428,12.546771428571429,12.907128571428572,1299456000,546121128
12.705699999999998,12.76427142857143,12.580339285714286,12.675339285714285,1299542400,356316156
12.5882,12.669989285714285,12.52142142857143,12.667489285714286,1299628800,453396580
12.381060714285713,12.491771428571429,12.317839285714285,12.468560714285715,1299715200,507888724
12.571060714285716,12.582839285714286,12.321421428571428,12.333200000000001,1299801600,471080512
12.627128571428571,12.731571428571428,12.546771428571429,12.613560714285715,1300060800,436455180
12.336771428571428,12.422839285714286,12.14642142857143,12.217839285714286,1300147200,721050036
11.786060714285714,12.249989285714287,11.652128571428571,12.214271428571427,1300233600,1156751652
11.951421428571427,12.128921428571429,11.809260714285713,12.029628571428573,1300320000,659420552
11.809628571428572,12.078560714285715,11.7857,12.04035,1300406400,753211144
12.11785,12.133560714285716,11.973560714285714,11.999628571428572,1300665600,409390632
12.185699999999999,12.236421428571429,12.11212857142857,12.234271428571429,1300752000,326232956
12.113921428571429,12.1507,11.998199999999999,12.117128571428571,1300838400,372994356
12.320339285714285,12.357128571428571,12.10212857142857,12.20892142857143,1300924800,404711272
12.554989285714285,12.573560714285716,12.393560714285714,12.431060714285715,1301011200,449171632
12.515699999999999,12.654271428571429,12.515699999999999,12.612489285714286,1301270400,309349936
12.53427142857143,12.53427142857143,12.359271428571429,12.416421428571429,1301356800,352900156
12.451060714285715,12.531421428571429,12.408560714285715,12.522839285714285,1301443200,329405384
12.446678571428572,12.492839285714286,12.359271428571429,12.369989285714285,1301529600,274368276
12.3057,12.556671428571429,12.2607,12.53962857142857,1301616000,418661992
12.185339285714287,12.307128571428573,12.085700000000001,12.296771428571429,1301875200,460082616
12.1032,12.2232,11.999989285714287,12.03535,1301961600,482963712
12.07285,12.282128571428572,12.0407,12.18642142857143,1302048000,402539116
12.07427142857143,12.158199999999999,12.001060714285714,12.074989285714285,1302134400,373446444
11.966421428571428,12.148200000000001,11.926771428571428,12.139989285714284,1302220800,377533632
11.814271428571429,11.9882,11.786421428571428,11.9307,1302480000,399150864
11.871421428571429,11.918921428571428,11.79285,11.8032,1302566400,426508740
12.00462857142857,12.004989285714286,11.8757,11.964989285714285,1302652800,346436188
11.872128571428572,11.999989285714287,11.859271428571429,11.957128571428571,1302739200,301989884
11.694989285714286,11.9157,11.67142142857143,11.903560714285714,1302825600,453833436
11.851771428571428,11.865350000000001,11.43427142857143,11.64642142857143,1303084800,609898296
12.066421428571429,12.0707,11.84677142857143,11.89642142857143,1303171200,419377364
12.228921428571429,12.3482,12.196421428571428,12.268199999999998,1303257600,700656068
12.524839285714284,12.6832,12.447128571428573,12.678560714285714,1303344000,753799200
12.60745,12.633921428571428,12.5107,12.512128571428573,1303689600,266545412
12.514989285714284,12.6782,12.476771428571428,12.629271428571428,1303776000,337602916
12.505339285714285,12.58392142857143,12.39642142857143,12.579989285714287,1303862400,356211884
12.383921428571428,12.491060714285714,12.339989285714285,12.363921428571429,1303948800,361188828
12.50462857142857,12.641060714285715,12.380921428571428,12.384989285714285,1304035200,1006344696
12.367128571428571,12.516739285714285,12.339271428571427,12.4907,1304294400,442713404
12.435699999999999,12.496060714285715,12.343560714285715,12.4282,1304380800,313561304
12.484628571428571,12.565339285714286,12.388560714285715,12.437839285714286,1304467200,389249280
12.383921428571428,12.533921428571428,12.35892142857143,12.442839285714285,1304553600,336261744
12.380700000000001,12.499989285714287,12.364628571428572,12.488921428571429,1304640000,280245420
12.414271428571428,12.471421428571428,12.375971428571429,12.423560714285713,1304899200,204752800
12.480339285714285,12.488921428571429,12.380700000000001,12.460339285714285,1304985600,282088156
12.401060714285714,12.499989285714287,12.329989285714287,12.464989285714285,1305072000,336075068
12.377489285714287,12.39712857142857,12.223921428571428,12.361421428571429,1305158400,320958680
12.1607,12.366060714285714,12.155339285714286,12.344989285714286,1305244800,326192132
11.903560714285714,12.18642142857143,11.878560714285713,12.114271428571428,1305504000,450141944
12.004989285714286,12.004989285714286,11.81177142857143,11.857128571428571,1305590400,452787076
12.1382,12.180339285714286,11.999989285714287,12.01677142857143,1305676800,334773376
12.161771428571429,12.229060714285714,12.09535,12.217128571428573,1305763200,261165492
11.972128571428572,12.176771428571428,11.964989285714285,12.127128571428571,1305849600,338191168
11.942850000000002,11.99927142857143,11.764989285714284,11.784628571428572,1306108800,382509232
11.863921428571429,11.99637857142857,11.833560714285714,11.982128571428571,1306195200,322082908
12.02785,12.091421428571428,11.887489285714285,11.908199999999999,1306281600,294222012
11.964271428571427,12.031771428571428,11.9441,11.99892142857143,1306368000,222695200
